Food_code,Main_food_description,WWEIA_Category_number,WWEIA_Category_description,Start_date,End_date
11710663,"Infant formula, powder, made with water, NFS (Enfamil A.R.)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710664,"Infant formula, powder, made with tap water (Enfamil A.R.)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710665,"Infant formula, NS as to form (Enfamil EnfaCare)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710666,"Infant formula, ready-to-feed (Enfamil EnfaCare)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710667,"Infant formula, powder, made with water, NFS (Enfamil EnfaCare)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710668,"Infant formula, powder, made with plain bottled water (Enfamil A.R.)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710669,"Infant formula, powder, made with baby water (Enfamil A.R.)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710670,"Infant formula, NS as to form (Enfamil Gentlease)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710671,"Infant formula, ready-to-feed (Enfamil Gentlease)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710673,"Infant formula, powder, made with water, NFS (Enfamil Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710674,"Infant formula, powder, made with tap water (Enfamil EnfaCare)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710675,"Infant formula, powder, made with plain bottled water (Enfamil EnfaCare)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710676,"Infant formula, powder, made with baby water (Enfamil EnfaCare)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710677,"Infant formula, powder, made with tap water (Enfamil Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710678,"Infant formula, powder, made with plain bottled water (Enfamil Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710679,"Infant formula, powder, made with baby water (Enfamil Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710680,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710681,"Infant formula, ready-to-feed (Enfamil Enfragrow Toddler Transitions)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710683,"Infant formula, powder, made with water, NFS (Enfamil Enfragrow Toddler Transitions)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710687,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710688,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710690,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Gentlease)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710693,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710698,"Infant formula, powder, made with plain bottled water (Enfamil Enfagrow Toddler Transitions Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710699,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions Gentlease)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710800,"Infant formula, NS as to form (PediaSure)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710801,"Infant formula, ready-to-feed (PediaSure)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710805,"Infant formula, with fiber, NS as to form (PediaSure Fiber)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710806,"Infant formula, with fiber, ready-to-feed (PediaSure Fiber)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710910,"Infant formula, NS as to form (Gerber Good Start Gentle)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710911,"Infant formula, ready-to-feed (Gerber Good Start Gentle)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710912,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Gentle)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710913,"Infant formula, powder, made with water, NFS (Gerber Good Start Gentle)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710914,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Gentle)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710915,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Gentle)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710916,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Gentle)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710917,"Infant formula, powder, made with tap water (Gerber Good Start Gentle)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710918,"Infant formula, powder, made with plain bottled water (Gerber Good Start Gentle)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710919,"Infant formula, powder, made with baby water (Gerber Good Start Gentle)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710920,"Infant formula, NS as to form (Gerber Good Start Protect)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710923,"Infant formula, powder, made with water, NFS (Gerber Good Start Protect)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710927,"Infant formula, powder, made with tap water (Gerber Good Start Protect)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710928,"Infant formula, powder, made with plain bottled water (Gerber Good Start Protect)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710929,"Infant formula, powder, made with baby water (Gerber Good Start Protect)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710930,"Infant formula, NS as to form (Gerber Graduates Gentle)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710940,"Infant formula, NS as to form (Gerber Graduates Protect)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710960,"Infant formula, NS as to form (Store Brand)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710961,"Infant formula, liquid concentrate, made with water, NFS (Store Brand)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710962,"Infant formula, powder, made with water, NFS (Store Brand)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710963,"Infant formula, ready-to-feed (Store Brand)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11710964,"Infant formula, liquid concentrate, made with tap water (Store Brand)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710965,"Infant formula, liquid concentrate, made with plain bottled water (Store Brand)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710966,"Infant formula, liquid concentrate, made with baby water (Store Brand)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11710967,"Infant formula, powder, made with tap water (Store Brand)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710968,"Infant formula, powder, made with plain bottled water (Store Brand)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11710969,"Infant formula, powder, made with baby water (Store Brand)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720310,"Infant formula, NS as to form (Enfamil ProSobee)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720311,"Infant formula, ready-to-feed (Enfamil ProSobee)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720313,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720314,"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720315,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720317,"Infant formula, powder, made with tap water (Enfamil ProSobee)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720318,"Infant formula, powder, made with plain bottled water (Enfamil ProSobee)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720319,"Infant formula, powder, made with baby water (Enfamil ProSobee)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720320,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720323,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720410,"Infant formula, NS as to form (Similac Isomil Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720411,"Infant formula, ready-to-feed (Similac Isomil Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720412,"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720413,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720414,"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720415,"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720416,"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720417,"Infant formula, powder, made with tap water (Similac Isomil Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720418,"Infant formula, powder, made with plain bottled water (Similac Isomil Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720419,"Infant formula, powder, made with baby water (Similac Isomil Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720430,"Infant formula, NS as to form (Similac Expert Care for Diarrhea)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720431,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720610,"Infant formula, NS as to form (Gerber Good Start Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720611,"Infant formula, ready-to-feed (Gerber Good Start Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720612,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720613,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720614,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720615,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720616,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720617,"Infant formula, powder, made with tap water (Gerber Good Start Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720618,"Infant formula, powder, made with plain bottled water (Gerber Good Start Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720619,"Infant formula, powder, made with baby water (Gerber Good Start Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720800,"Infant formula, NS as to form (Store Brand Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720801,"Infant formula, ready-to-feed (Store brand Soy)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11720802,"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11720803,"Infant formula, powder, made with water, NFS (Store Brand Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11720809,"Infant formula, powder, made with baby water (Store Brand Soy)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11740310,"Infant formula, NS as to form (Enfamil Nutramigen)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11740311,"Infant formula, ready-to-feed (Enfamil Nutramigen)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11740312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",9406,"Formula, prepared from concentrate",2017-01-01,2018-12-31
11740313,"Infant formula, powder, made with water, NFS (Enfamil Nutramigen)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11740320,"Infant formula, NS as to form (PurAmino)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11740400,"Infant formula, NS as to form (Enfamil Pregestimil)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11740401,"Infant formula, ready-to-feed (Enfamil Pregestimil)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11740403,"Infant formula, powder, made with water, NFS (Enfamil Pregestimil)",9404,"Formula, prepared from powder",2017-01-01,2018-12-31
11740511,"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11740521,"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",9402,"Formula, ready-to-feed",2017-01-01,2018-12-31
11810000,"Milk, dry, not reconstituted, NS as to fat content",9999,Not included in a food category,2017-01-01,2018-12-31
11811000,"Milk, dry, not reconstituted, whole",9999,Not included in a food category,2017-01-01,2018-12-31
11812000,"Milk, dry, not reconstituted, low fat (1%)",9999,Not included in a food category,2017-01-01,2018-12-31
11813000,"Milk, dry, not reconstituted, fat free (skim)",9999,Not included in a food category,2017-01-01,2018-12-31
11825000,"Whey, sweet, dry",9999,Not included in a food category,2017-01-01,2018-12-31
11830150,"Cocoa powder, not reconstituted",9999,Not included in a food category,2017-01-01,2018-12-31
11830160,"Chocolate beverage powder, dry mix, not reconstituted",9999,Not included in a food category,2017-01-01,2018-12-31
11830165,"Chocolate beverage powder, light, dry mix, not reconstituted",9999,Not included in a food category,2017-01-01,2018-12-31
11830260,"Milk, malted, dry mix, not reconstituted",9999,Not included in a food category,2017-01-01,2018-12-31
11830400,"Strawberry beverage powder, dry mix, not reconstituted",9999,Not included in a food category,2017-01-01,2018-12-31
12100100,"Cream, NS as to light, heavy, or half and half",8008,Cream and cream substitutes,2017-01-01,2018-12-31
12110100,"Cream, light",8008,Cream and cream substitutes,2017-01-01,2018-12-31
12120100,"Cream, half and half",8008,Cream and cream substitutes,2017-01-01,2018-12-31
12120106,"Cream, half and half, flavored",8008,Cream and cream substitutes,2017-01-01,2018-12-31
12120110,"Cream, half and half, fat free",8008,Cream and cream substitutes,2017-01-01,2018-12-31
12130100,"Cream, heavy",8008,Cream and cream substitutes,2017-01-01,2018-12-31
12140000,"Cream, whipped",8006,"Cream cheese, sour cream, whipped cream",2017-01-01,2018-12-31
12200100,"Coffee creamer, NFS",8008,Cream and cream substitutes,2017-01-01,2018-12-31
12210200,"Coffee creamer, liquid",8008,Cream and cream substitutes,2017-01-01,2018-12-31
