Food_code,Seq_num,Additional_food_description,Start_date,End_date
14102010,2,Elbinger,2017-01-01,2018-12-31
14102010,3,Zweizeitige,2017-01-01,2018-12-31
14102010,4,Wilstermarsch,2017-01-01,2018-12-31
14102010,5,Bondost,2017-01-01,2018-12-31
14102010,6,Oka,2017-01-01,2018-12-31
14102010,7,Havarti,2017-01-01,2018-12-31
14102010,8,Tilsit,2017-01-01,2018-12-31
14104100,1,Coon,2017-01-01,2018-12-31
14104100,2,sharp cheese,2017-01-01,2018-12-31
14104100,3,Tillamook,2017-01-01,2018-12-31
14104100,4,Hoop,2017-01-01,2018-12-31
14104100,5,Pioneer,2017-01-01,2018-12-31
14104100,6,New York,2017-01-01,2018-12-31
14104100,7,Wisconsin,2017-01-01,2018-12-31
14104100,8,Longhorn,2017-01-01,2018-12-31
14104110,1,lowfat,2017-01-01,2018-12-31
14104110,2,part skim,2017-01-01,2018-12-31
14104110,3,made from 2% milk,2017-01-01,2018-12-31
14104110,4,Kraft natural reduced fat cheese,2017-01-01,2018-12-31
14104110,5,Weight Watchers reduced fat cheddar cheese,2017-01-01,2018-12-31
14104110,6,"Colby/Colby Jack, reduced fat",2017-01-01,2018-12-31
14104115,1,Kraft nonfat natural cheese,2017-01-01,2018-12-31
14104700,1,Chevres,2017-01-01,2018-12-31
14105010,1,Caciocavallo,2017-01-01,2018-12-31
14105010,2,Delft,2017-01-01,2018-12-31
14106200,1,Monterey Jack cheese,2017-01-01,2018-12-31
14106200,2,Pepper Jack cheese,2017-01-01,2018-12-31
14106500,1,Kraft Light Naturals Monterey Jack Cheese,2017-01-01,2018-12-31
14106500,2,lowfat,2017-01-01,2018-12-31
14106500,3,part skim,2017-01-01,2018-12-31
14106500,4,made from 2% milk,2017-01-01,2018-12-31
14106500,5,"Pepper Jack cheese, reduced fat",2017-01-01,2018-12-31
14107010,1,pizza cheese,2017-01-01,2018-12-31
14107010,4,cheese curds,2017-01-01,2018-12-31
14107030,2,Chedarella Cheese,2017-01-01,2018-12-31
14107030,3,string cheese,2017-01-01,2018-12-31
14107030,4,"cheese sticks, NS as to type of cheese",2017-01-01,2018-12-31
14107030,5,Poly-O,2017-01-01,2018-12-31
14107030,6,Stringsters,2017-01-01,2018-12-31
14107030,7,County Line,2017-01-01,2018-12-31
14107030,8,Richfood,2017-01-01,2018-12-31
14107030,9,Mootown Snackers,2017-01-01,2018-12-31
14107030,10,Sorrento,2017-01-01,2018-12-31
14107030,11,lowfat,2017-01-01,2018-12-31
14107030,12,reduced fat,2017-01-01,2018-12-31
14107030,13,made with 2% milk,2017-01-01,2018-12-31
14107040,1,Sorrento Reduced Sodium String Cheese,2017-01-01,2018-12-31
14107040,2,less or lower sodium products,2017-01-01,2018-12-31
14107060,3,fat free cheese sticks,2017-01-01,2018-12-31
14107060,4,fat free string cheese,2017-01-01,2018-12-31
14107250,1,lowfat,2017-01-01,2018-12-31
14107250,2,part skim,2017-01-01,2018-12-31
14107250,3,made with 2% milk,2017-01-01,2018-12-31
14108010,1,"Romano, grated",2017-01-01,2018-12-31
14108010,2,"Asiago, aged",2017-01-01,2018-12-31
14108015,1,Kraft Reduced Fat Grated Topping,2017-01-01,2018-12-31
14108015,2,lowfat,2017-01-01,2018-12-31
14108015,3,part skim,2017-01-01,2018-12-31
14108015,4,made with 2% milk,2017-01-01,2018-12-31
14108020,1,Romano,2017-01-01,2018-12-31
14108020,2,"Asiago, fresh",2017-01-01,2018-12-31
14108020,3,fresh grated,2017-01-01,2018-12-31
14108060,1,Kraft Free Nonfat Grated Topping,2017-01-01,2018-12-31
14108420,2,lowfat,2017-01-01,2018-12-31
14108420,3,part skim,2017-01-01,2018-12-31
14108420,4,made from 2% milk,2017-01-01,2018-12-31
14109010,1,Emmentaler,2017-01-01,2018-12-31
14109010,3,Jarlsburg,2017-01-01,2018-12-31
14109010,4,Samsoe,2017-01-01,2018-12-31
14109010,5,Danbo,2017-01-01,2018-12-31
14109010,6,Sweitzer,2017-01-01,2018-12-31
14109010,7,Sapsago,2017-01-01,2018-12-31
14109020,1,less or lower sodium products,2017-01-01,2018-12-31
14109030,1,lowfat,2017-01-01,2018-12-31
14109030,2,part skim,2017-01-01,2018-12-31
14109030,3,made from 2% milk,2017-01-01,2018-12-31
14109040,1,made from skim milk,2017-01-01,2018-12-31
14110010,1,less or lower sodium products,2017-01-01,2018-12-31
14110010,2,"Colby, reduced sodium",2017-01-01,2018-12-31
14120010,1,Kraft Mexican Four Cheese,2017-01-01,2018-12-31
14120010,2,Sargento Mexican 4 Cheese,2017-01-01,2018-12-31
14120020,1,Kraft Mexican Four Cheese made with 2% Milk,2017-01-01,2018-12-31
14120020,2,Sargento Mexican 4 Cheese Reduced Fat,2017-01-01,2018-12-31
14120020,3,lowfat,2017-01-01,2018-12-31
14120020,4,part skim,2017-01-01,2018-12-31
14120020,5,made from 2% milk,2017-01-01,2018-12-31
14131000,1,Queso Ranchero Seco,2017-01-01,2018-12-31
14131500,1,Oaxacan-style string cheese,2017-01-01,2018-12-31
14133000,1,Mexican style farmer cheese,2017-01-01,2018-12-31
14133000,2,Queso Ranchero,2017-01-01,2018-12-31
14201010,1,regular (4% fat) cottage cheese,2017-01-01,2018-12-31
14201200,1,pressed cheese,2017-01-01,2018-12-31
14202010,1,creamed or uncreamed,2017-01-01,2018-12-31
14202010,2,large or small curd,2017-01-01,2018-12-31
14202010,3,"cottage cheese salad, NFS",2017-01-01,2018-12-31
14203010,1,baker's,2017-01-01,2018-12-31
14203010,3,dutch,2017-01-01,2018-12-31
14203010,4,skim,2017-01-01,2018-12-31
14203010,6,Quark Nonfat Soft Spreadable Cheese,2017-01-01,2018-12-31
14203010,7,pot,2017-01-01,2018-12-31
14203020,1,Friendship Nonfat Cottage Cheese,2017-01-01,2018-12-31
14203020,2,nonfat cottage cheese,2017-01-01,2018-12-31
14203020,3,Light N Lively Free Nonfat Cottage Cheese,2017-01-01,2018-12-31
14203510,1,"Queso del pais, Blanco",2017-01-01,2018-12-31
14204010,1,1-2% fat,2017-01-01,2018-12-31
14206010,1,no salt added,2017-01-01,2018-12-31
14207010,1,Lactaid,2017-01-01,2018-12-31
14303010,1,Neufchatel,2017-01-01,2018-12-31
14303010,2,reduced fat,2017-01-01,2018-12-31
14303010,3,1/3 less fat,2017-01-01,2018-12-31
14303010,4,plain or flavored,2017-01-01,2018-12-31
14410120,1,lowfat,2017-01-01,2018-12-31
14410120,2,part skim,2017-01-01,2018-12-31
14410120,3,made from 2% milk,2017-01-01,2018-12-31
14410210,1,less or lower sodium products,2017-01-01,2018-12-31
14410330,1,Velveeta 2% milk or light,2017-01-01,2018-12-31
14410330,2,Laughing Cow Spreadable Cheese Wedges & Bites,2017-01-01,2018-12-31
14410330,3,lowfat,2017-01-01,2018-12-31
14410330,4,part skim,2017-01-01,2018-12-31
14410330,5,made with 2% milk,2017-01-01,2018-12-31
14410380,4,"cream cheese, fat free",2017-01-01,2018-12-31
14410380,5,plain or flavored,2017-01-01,2018-12-31
14410500,1,Handi-Snack cheese container,2017-01-01,2018-12-31
14410600,1,pepper cheese,2017-01-01,2018-12-31
14410600,2,pimiento,2017-01-01,2018-12-31
14420100,1,Velveeta,2017-01-01,2018-12-31
14420100,2,Cheez Whiz (all flavors),2017-01-01,2018-12-31
14420100,5,"cheese spread, NFS",2017-01-01,2018-12-31
14420100,6,Kraft Cheese Spreads,2017-01-01,2018-12-31
14420100,7,Kraft Bacon Cheese Spread,2017-01-01,2018-12-31
14420100,8,Original Laughing Cow Cheese Wedges & Bites,2017-01-01,2018-12-31
14420160,1,Swiss Almond cold pack cheese food,2017-01-01,2018-12-31
14420200,1,olive,2017-01-01,2018-12-31
14420200,2,pimiento,2017-01-01,2018-12-31
14420200,4,onion,2017-01-01,2018-12-31
14420200,5,clam,2017-01-01,2018-12-31
14420200,6,roka,2017-01-01,2018-12-31
14420200,7,relish,2017-01-01,2018-12-31
14420200,8,Rondele Cheese Spread,2017-01-01,2018-12-31
14420200,9,smoked salmon,2017-01-01,2018-12-31
14420200,10,fruit flavors,2017-01-01,2018-12-31
14420210,1,vegetable,2017-01-01,2018-12-31
14420210,2,chives & onion,2017-01-01,2018-12-31
14420210,3,salmon,2017-01-01,2018-12-31
14420300,1,Easy Cheese,2017-01-01,2018-12-31
14502000,1,American,2017-01-01,2018-12-31
14502000,2,cheddar,2017-01-01,2018-12-31
14502000,3,mozzarella,2017-01-01,2018-12-31
14502000,4,"imitation cheese, NFS",2017-01-01,2018-12-31
14610200,1,Jell-O,2017-01-01,2018-12-31
14610210,1,Jell-O,2017-01-01,2018-12-31
14610250,1,Jell-O,2017-01-01,2018-12-31
14610520,2,cheese with nuts,2017-01-01,2018-12-31
14620130,1,clam dip,2017-01-01,2018-12-31
14620130,2,crab dip,2017-01-01,2018-12-31
14620130,3,shrimp dip,2017-01-01,2018-12-31
14620130,4,tuna dip,2017-01-01,2018-12-31
14620150,1,chili con queso,2017-01-01,2018-12-31
14620150,2,jalapeno cheddar,2017-01-01,2018-12-31
14620150,3,salsa con queso,2017-01-01,2018-12-31
14620200,2,cheese other than blue or cream cheese,2017-01-01,2018-12-31
14620300,1,cheese and tomato sauce from pizza crust of any thickness,2017-01-01,2018-12-31
14620310,1,"cheese, tomato sauce, and vegetables from pizza crust of any thickness",2017-01-01,2018-12-31
14620320,1,"cheese, tomato sauce, and meat from pizza crust of any thickness",2017-01-01,2018-12-31
14620320,3,"all meat, poultry or seafood including pepperoni",2017-01-01,2018-12-31
14620330,1,"cheese, tomato sauce, meat, and vegetables from pizza crust of any thickness",2017-01-01,2018-12-31
14620330,3,"all meat, poultry or seafood including pepperoni",2017-01-01,2018-12-31
14640002,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640002,2,"bread, NFS",2017-01-01,2018-12-31
14640006,1,whole grain bread,2017-01-01,2018-12-31
14640006,2,multigrain bread,2017-01-01,2018-12-31
14640008,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640008,2,"bread, NFS",2017-01-01,2018-12-31
14640008,3,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640010,1,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640012,1,whole grain bread,2017-01-01,2018-12-31
14640012,2,multigrain bread,2017-01-01,2018-12-31
14640012,3,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640014,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640014,3,"bread, NFS",2017-01-01,2018-12-31
14640014,4,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640016,2,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640018,2,whole grain bread,2017-01-01,2018-12-31
14640018,3,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640018,4,multigrain bread,2017-01-01,2018-12-31
14640020,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640020,3,"bread, NFS",2017-01-01,2018-12-31
14640020,4,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640022,2,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640024,1,"lowfat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640024,2,whole grain bread,2017-01-01,2018-12-31
14640024,3,multigrain bread,2017-01-01,2018-12-31
14640026,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640026,2,"bread, NFS",2017-01-01,2018-12-31
14640026,3,with Miracle Whip,2017-01-01,2018-12-31
14640028,1,with Miracle Whip,2017-01-01,2018-12-31
14640030,1,whole grain bread,2017-01-01,2018-12-31
14640030,2,with Miracle Whip,2017-01-01,2018-12-31
14640030,3,multigrain bread,2017-01-01,2018-12-31
14640032,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640032,2,"bread, NFS",2017-01-01,2018-12-31
14640032,3,with Miracle Whip,2017-01-01,2018-12-31
14640032,4,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640034,1,with Miracle Whip,2017-01-01,2018-12-31
14640034,2,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640036,1,whole grain bread,2017-01-01,2018-12-31
14640036,2,with Miracle Whip,2017-01-01,2018-12-31
14640036,3,multigrain bread,2017-01-01,2018-12-31
14640036,4,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640038,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640038,3,"bread, NFS",2017-01-01,2018-12-31
14640038,4,with Miracle Whip,2017-01-01,2018-12-31
14640038,5,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640040,2,with Miracle Whip,2017-01-01,2018-12-31
14640040,3,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640042,2,whole grain bread,2017-01-01,2018-12-31
14640042,3,with Miracle Whip,2017-01-01,2018-12-31
14640042,4,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640042,5,multigrain bread,2017-01-01,2018-12-31
14640044,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640044,3,"bread, NFS",2017-01-01,2018-12-31
14640044,4,with Miracle Whip,2017-01-01,2018-12-31
14640044,5,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640046,2,with Miracle Whip,2017-01-01,2018-12-31
14640046,3,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640048,2,whole grain bread,2017-01-01,2018-12-31
14640048,3,with Miracle Whip,2017-01-01,2018-12-31
14640048,4,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640048,5,multigrain bread,2017-01-01,2018-12-31
14640050,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640050,2,"bread, NFS",2017-01-01,2018-12-31
14640050,3,with margarine,2017-01-01,2018-12-31
14640052,1,with margarine,2017-01-01,2018-12-31
14640054,1,whole grain bread,2017-01-01,2018-12-31
14640054,2,with margarine,2017-01-01,2018-12-31
14640054,3,multigrain bread,2017-01-01,2018-12-31
14640056,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640056,2,"bread, NFS",2017-01-01,2018-12-31
14640056,3,with margarine,2017-01-01,2018-12-31
14640056,4,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640058,1,with margarine,2017-01-01,2018-12-31
14640058,2,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640060,1,whole grain bread,2017-01-01,2018-12-31
14640060,2,with margarine,2017-01-01,2018-12-31
14640060,3,multigrain bread,2017-01-01,2018-12-31
14640060,4,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640062,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640062,3,"bread, NFS",2017-01-01,2018-12-31
14640062,4,with margarine,2017-01-01,2018-12-31
14640062,5,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640064,2,with margarine,2017-01-01,2018-12-31
14640064,3,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640066,1,"lowfat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640066,2,whole grain bread,2017-01-01,2018-12-31
14640066,3,with margarine,2017-01-01,2018-12-31
14640066,4,multigrain bread,2017-01-01,2018-12-31
14640068,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640068,3,"bread, NFS",2017-01-01,2018-12-31
14640068,4,with margarine,2017-01-01,2018-12-31
14640068,5,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640070,2,with margarine,2017-01-01,2018-12-31
14640070,3,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640072,2,whole grain bread,2017-01-01,2018-12-31
14640072,3,with margarine,2017-01-01,2018-12-31
14640072,4,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640072,5,multigrain bread,2017-01-01,2018-12-31
14640105,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640105,2,"bread, NFS",2017-01-01,2018-12-31
14640115,1,whole grain bread,2017-01-01,2018-12-31
14640115,2,multigrain bread,2017-01-01,2018-12-31
14640125,1,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640125,2,"bread, NFS",2017-01-01,2018-12-31
14640125,3,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640130,1,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640135,1,whole grain bread,2017-01-01,2018-12-31
14640135,2,multigrain bread,2017-01-01,2018-12-31
14640135,3,"other cheese such as Swiss, mozzarella, provolone",2017-01-01,2018-12-31
14640155,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640155,3,"bread, NFS",2017-01-01,2018-12-31
14640155,4,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640160,2,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640165,2,whole grain bread,2017-01-01,2018-12-31
14640165,3,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640165,4,multigrain bread,2017-01-01,2018-12-31
14640185,2,"other bread such as potato, Italian, and rye",2017-01-01,2018-12-31
14640185,3,"bread, NFS",2017-01-01,2018-12-31
14640185,4,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640190,2,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640195,2,whole grain bread,2017-01-01,2018-12-31
14640195,3,"low fat, part skim, or cheese made with 2% milk",2017-01-01,2018-12-31
14640195,4,multigrain bread,2017-01-01,2018-12-31
14660200,1,fried cheese served in a restaurant,2017-01-01,2018-12-31
14660200,2,mozzarella en carossa,2017-01-01,2018-12-31
14660200,3,Banquet,2017-01-01,2018-12-31
14660200,6,fried mozzarella,2017-01-01,2018-12-31
14660200,8,any cheese,2017-01-01,2018-12-31
14670000,1,Caprese Salad,2017-01-01,2018-12-31
21104110,1,country fried steak,2017-01-01,2018-12-31
21104110,2,chicken fried steak,2017-01-01,2018-12-31
21104120,1,country fried steak,2017-01-01,2018-12-31
21104120,2,chicken fried steak,2017-01-01,2018-12-31
21104130,1,country fried steak,2017-01-01,2018-12-31
21104130,2,chicken fried steak,2017-01-01,2018-12-31
21304000,1,beef rib tips,2017-01-01,2018-12-31
21304110,1,beef rib tips,2017-01-01,2018-12-31
21304120,1,beef rib tips,2017-01-01,2018-12-31
21304200,1,beef rib tips,2017-01-01,2018-12-31
21304210,1,beef rib tips,2017-01-01,2018-12-31
21304220,1,beef rib tips,2017-01-01,2018-12-31
21305000,1,"barbecued, no sauce added",2017-01-01,2018-12-31
21305000,2,"""barbacoa de cabeza carne derez sin salsa""",2017-01-01,2018-12-31
21401000,1,prime ribs,2017-01-01,2018-12-31
21401000,2,rib roast,2017-01-01,2018-12-31
21401110,1,prime ribs,2017-01-01,2018-12-31
21401110,2,rib roast,2017-01-01,2018-12-31
21401120,1,prime ribs,2017-01-01,2018-12-31
21401120,2,rib roast,2017-01-01,2018-12-31
21401400,1,"beef, steak, canned",2017-01-01,2018-12-31
21407000,1,chuck roast,2017-01-01,2018-12-31
21407000,2,arm roast,2017-01-01,2018-12-31
21407000,3,blade roast,2017-01-01,2018-12-31
21407000,4,shoulder roast,2017-01-01,2018-12-31
21407110,1,chuck roast,2017-01-01,2018-12-31
21407110,2,arm roast,2017-01-01,2018-12-31
21407110,3,blade roast,2017-01-01,2018-12-31
21407110,4,shoulder roast,2017-01-01,2018-12-31
21407120,1,chuck roast,2017-01-01,2018-12-31
21407120,2,arm roast,2017-01-01,2018-12-31
21407120,3,blade roast,2017-01-01,2018-12-31
21407120,4,shoulder roast,2017-01-01,2018-12-31
21416150,1,corned beef luncheon meat,2017-01-01,2018-12-31
21420100,1,Steak-umms,2017-01-01,2018-12-31
21500310,1,for hamburgers or cheeseburgers from all sources,2017-01-01,2018-12-31
21601010,1,less or lower sodium,2017-01-01,2018-12-31
21602100,1,Slim Jim,2017-01-01,2018-12-31
21602100,2,Big Jerk,2017-01-01,2018-12-31
21602100,3,Super Jerk,2017-01-01,2018-12-31
21602100,4,Giant Jerk,2017-01-01,2018-12-31
21701010,1,Beech-Nut Stage 1 Beef and Broth,2017-01-01,2018-12-31
21701010,2,Gerber Second Foods,2017-01-01,2018-12-31
21701020,1,Gerber Third Foods,2017-01-01,2018-12-31
22000200,2,sauteed,2017-01-01,2018-12-31
22000200,3,stir fry,2017-01-01,2018-12-31
22000210,2,sauteed,2017-01-01,2018-12-31
22000210,3,stir fry,2017-01-01,2018-12-31
22000220,2,sauteed,2017-01-01,2018-12-31
22000220,3,stir fry,2017-01-01,2018-12-31
22101130,1,Shake-n-Bake,2017-01-01,2018-12-31
22101130,2,"breaded, NS as to cooking method",2017-01-01,2018-12-31
22101140,1,Shake-n-Bake,2017-01-01,2018-12-31
22101140,2,"breaded, NS as to cooking method",2017-01-01,2018-12-31
22101150,1,Shake-n-Bake,2017-01-01,2018-12-31
22101150,2,"breaded, NS as to cooking method",2017-01-01,2018-12-31
22210310,1,floured,2017-01-01,2018-12-31
22300120,1,smoked,2017-01-01,2018-12-31
22300120,2,cured,2017-01-01,2018-12-31
22300120,3,canned,2017-01-01,2018-12-31
22300130,1,smoked,2017-01-01,2018-12-31
22300130,2,cured,2017-01-01,2018-12-31
22300130,3,canned,2017-01-01,2018-12-31
22300140,1,smoked,2017-01-01,2018-12-31
22300140,2,cured,2017-01-01,2018-12-31
22300140,3,canned,2017-01-01,2018-12-31
22300150,1,smoked,2017-01-01,2018-12-31
22300150,2,chicken fried ham,2017-01-01,2018-12-31
22300150,3,cured,2017-01-01,2018-12-31
22300150,4,canned,2017-01-01,2018-12-31
22300160,1,smoked,2017-01-01,2018-12-31
22300160,2,chicken fried ham,2017-01-01,2018-12-31
22300160,3,cured,2017-01-01,2018-12-31
22300160,4,canned,2017-01-01,2018-12-31
22300170,1,smoked,2017-01-01,2018-12-31
22300170,2,chicken fried ham,2017-01-01,2018-12-31
22300170,3,cured,2017-01-01,2018-12-31
22300170,4,canned,2017-01-01,2018-12-31
22311000,1,country ham,2017-01-01,2018-12-31
22311000,2,cottage ham,2017-01-01,2018-12-31
22311000,3,picnic ham,2017-01-01,2018-12-31
22311000,4,"ham or baked ham, NS as to fresh, smoked, or cured",2017-01-01,2018-12-31
22311010,1,country ham,2017-01-01,2018-12-31
22311010,2,cottage ham,2017-01-01,2018-12-31
22311010,3,picnic ham,2017-01-01,2018-12-31
22311010,4,"ham or baked ham, NS as to fresh, smoked, or cured",2017-01-01,2018-12-31
22311020,1,country ham,2017-01-01,2018-12-31
22311020,2,cottage ham,2017-01-01,2018-12-31
22311020,3,picnic ham,2017-01-01,2018-12-31
22311020,4,"ham or baked ham, NS as to fresh, smoked, or cured",2017-01-01,2018-12-31
22402510,1,Carne de cerdo frita,2017-01-01,2018-12-31
22402510,2,Masitas fritas,2017-01-01,2018-12-31
22600110,1,less or lower sodium,2017-01-01,2018-12-31
22600210,1,less or lower sodium,2017-01-01,2018-12-31
22602010,1,less or lower sodium,2017-01-01,2018-12-31
22621100,1,hog jowl,2017-01-01,2018-12-31
22701000,1,flank end,2017-01-01,2018-12-31
22701000,2,"ribs, NFS",2017-01-01,2018-12-31
22701010,1,flank end,2017-01-01,2018-12-31
22701020,1,flank end,2017-01-01,2018-12-31
22701030,1,"barbecue ribs, NFS",2017-01-01,2018-12-31
22706010,1,"neck bones, NFS",2017-01-01,2018-12-31
22706010,2,pork back bone,2017-01-01,2018-12-31
22708010,1,ham hocks,2017-01-01,2018-12-31
22709010,1,snack type,2017-01-01,2018-12-31
22810010,1,Gerber Second Foods,2017-01-01,2018-12-31
22820000,1,Gerber Graduates,2017-01-01,2018-12-31
23000100,1,"mutton, NS as to cut",2017-01-01,2018-12-31
23101000,1,"mutton chop, NS as to cut",2017-01-01,2018-12-31
23101010,1,"mutton chop, NS as to cut",2017-01-01,2018-12-31
23101020,1,"mutton chop, NS as to cut",2017-01-01,2018-12-31
23104000,1,lamb steak,2017-01-01,2018-12-31
23104000,2,mutton loin chop,2017-01-01,2018-12-31
23104000,3,mutton steak,2017-01-01,2018-12-31
23104010,1,lamb steak,2017-01-01,2018-12-31
23104010,2,mutton loin chop,2017-01-01,2018-12-31
23104010,3,mutton steak,2017-01-01,2018-12-31
23104020,1,lamb steak,2017-01-01,2018-12-31
23104020,2,mutton loin chop,2017-01-01,2018-12-31
23104020,3,mutton steak,2017-01-01,2018-12-31
23107000,1,mutton shoulder chop,2017-01-01,2018-12-31
23107010,1,mutton shoulder chop,2017-01-01,2018-12-31
23107020,1,mutton shoulder chop,2017-01-01,2018-12-31
23110000,1,mutton ribs,2017-01-01,2018-12-31
23110010,1,mutton ribs,2017-01-01,2018-12-31
23110050,1,mutton ribs,2017-01-01,2018-12-31
23111010,1,mutton hocks,2017-01-01,2018-12-31
23120100,1,mutton roast,2017-01-01,2018-12-31
23120100,2,lamb leg,2017-01-01,2018-12-31
23120100,3,mutton leg,2017-01-01,2018-12-31
23120110,1,mutton roast,2017-01-01,2018-12-31
23120110,2,lamb leg,2017-01-01,2018-12-31
23120110,3,mutton leg,2017-01-01,2018-12-31
23120120,1,mutton roast,2017-01-01,2018-12-31
23120120,2,lamb leg,2017-01-01,2018-12-31
23120120,3,mutton leg,2017-01-01,2018-12-31
23132000,1,"mutton, ground or patty",2017-01-01,2018-12-31
23150270,1,"barbecued, no sauce added",2017-01-01,2018-12-31
23150270,2,"""barbecoa de cabeza, carne de cabra, sin salsa""",2017-01-01,2018-12-31
23203010,1,breaded or floured,2017-01-01,2018-12-31
23203020,1,breaded or floured,2017-01-01,2018-12-31
23203030,1,breaded or floured,2017-01-01,2018-12-31
23204010,1,"veal cutlet, NFS",2017-01-01,2018-12-31
23205010,1,breaded or floured,2017-01-01,2018-12-31
23205020,1,breaded or floured,2017-01-01,2018-12-31
23205030,1,breaded or floured,2017-01-01,2018-12-31
23220020,1,city chicken,2017-01-01,2018-12-31
23220020,2,pork and veal on a stick,2017-01-01,2018-12-31
23311120,1,"fried, NS as to coated or uncoated",2017-01-01,2018-12-31
23311120,2,"fried, coated, NS as to type of coating",2017-01-01,2018-12-31
23321000,1,"elk, NFS",2017-01-01,2018-12-31
23321100,1,roast antelope,2017-01-01,2018-12-31
23321100,2,elk,2017-01-01,2018-12-31
23321200,1,fried venison,2017-01-01,2018-12-31
23321200,2,ground venison,2017-01-01,2018-12-31
23321200,3,elk,2017-01-01,2018-12-31
23321200,4,ground elk,2017-01-01,2018-12-31
23321250,1,fried venison,2017-01-01,2018-12-31
23321250,2,elk,2017-01-01,2018-12-31
23322100,1,venison sausage,2017-01-01,2018-12-31
23322100,2,caribou sausage,2017-01-01,2018-12-31
23322300,1,venison chop,2017-01-01,2018-12-31
23326100,1,American buffalo,2017-01-01,2018-12-31
23350100,1,Emu,2017-01-01,2018-12-31
23410010,1,Beech-Nut Stage 1 Lamb and Broth,2017-01-01,2018-12-31
23410010,2,Gerber Second Foods,2017-01-01,2018-12-31
23420010,1,Beech-Nut Stage 1 Veal and Broth,2017-01-01,2018-12-31
23420010,2,Gerber Second Foods,2017-01-01,2018-12-31
24100000,1,any source,2017-01-01,2018-12-31
24100010,1,any source,2017-01-01,2018-12-31
24100020,1,any source,2017-01-01,2018-12-31
24102000,1,any source,2017-01-01,2018-12-31
24102010,1,any source,2017-01-01,2018-12-31
24102020,1,any source,2017-01-01,2018-12-31
24102050,1,"roasted and pre-cooked, ready-to-eat, ready-to-heat",2017-01-01,2018-12-31
24102050,2,"fast food, restaurant, school, or other place",2017-01-01,2018-12-31
