Food_code,Seq_num,Additional_food_description,Start_date,End_date
53251100,1,cookie made with cottage cheese,2017-01-01,2018-12-31
53260030,1,Murray Sugar Free Cookies,2017-01-01,2018-12-31
53260030,2,with nuts,2017-01-01,2018-12-31
53260030,3,white chocolate,2017-01-01,2018-12-31
53260200,1,Murray Sugar Free Cookies,2017-01-01,2018-12-31
53260200,2,with raisins,2017-01-01,2018-12-31
53260300,1,Murray Sugar Free Cookies,2017-01-01,2018-12-31
53260400,1,Murray Sugar Free Cookies,2017-01-01,2018-12-31
53260500,1,Murray Sugar Free Wafers Vanilla Creme,2017-01-01,2018-12-31
53260500,2,all flavors,2017-01-01,2018-12-31
53260600,1,Murray Sugar Free Cookies,2017-01-01,2018-12-31
53261000,1,any type,2017-01-01,2018-12-31
53270100,1,Mantecaditos polvorones,2017-01-01,2018-12-31
53300100,1,"fruit pie, NS as to fruit",2017-01-01,2018-12-31
53300170,1,"individual size fruit pie or tart, NS as to fruit",2017-01-01,2018-12-31
53301000,1,apple-peach,2017-01-01,2018-12-31
53301000,2,apple-berry,2017-01-01,2018-12-31
53301070,1,McDonald's Baked Hot Apple Pie,2017-01-01,2018-12-31
53301500,1,apple pie with crumb topping,2017-01-01,2018-12-31
53303000,1,boysenberry,2017-01-01,2018-12-31
53303500,1,cranberry,2017-01-01,2018-12-31
53303500,2,Juneberry,2017-01-01,2018-12-31
53303500,3,gooseberry,2017-01-01,2018-12-31
53303500,4,"berry pie, NS as to berry",2017-01-01,2018-12-31
53303510,1,cranberry,2017-01-01,2018-12-31
53303510,2,Juneberry,2017-01-01,2018-12-31
53303510,3,gooseberry,2017-01-01,2018-12-31
53303510,4,"berry pie, NS as to berry",2017-01-01,2018-12-31
53304000,1,huckleberry,2017-01-01,2018-12-31
53305070,1,McDonald's Baked Cherry Pie,2017-01-01,2018-12-31
53341750,1,lemon chess pie,2017-01-01,2018-12-31
53342000,1,"chocolate pie, NFS",2017-01-01,2018-12-31
53342000,2,chocolate meringue,2017-01-01,2018-12-31
53342000,3,chocolate ice box dessert,2017-01-01,2018-12-31
53342000,4,chocolate pudding pie,2017-01-01,2018-12-31
53342000,5,Jell-O chocolate mousse pie,2017-01-01,2018-12-31
53343000,1,"coconut pie, NFS",2017-01-01,2018-12-31
53343000,2,coconut custard,2017-01-01,2018-12-31
53344000,1,custard cream,2017-01-01,2018-12-31
53344000,2,egg pie,2017-01-01,2018-12-31
53344070,1,custard cream,2017-01-01,2018-12-31
53344070,2,Chinese Custard Tart Dan Ta,2017-01-01,2018-12-31
53344300,1,fruit pizza,2017-01-01,2018-12-31
53345000,1,lemon ice box pie,2017-01-01,2018-12-31
53346500,1,millionaire's pie,2017-01-01,2018-12-31
53346500,2,Hawaiian pie,2017-01-01,2018-12-31
53346500,3,sunshine pie,2017-01-01,2018-12-31
53365000,1,butterscotch pie,2017-01-01,2018-12-31
53370000,1,Grasshopper,2017-01-01,2018-12-31
53381000,1,key lime pie,2017-01-01,2018-12-31
53381000,2,Burger King Lemon Pie,2017-01-01,2018-12-31
53385000,1,coconut-pecan pie,2017-01-01,2018-12-31
53385000,2,walnut pie,2017-01-01,2018-12-31
53391000,1,pie crust,2017-01-01,2018-12-31
53391100,1,pie crust,2017-01-01,2018-12-31
53391150,1,pie crust,2017-01-01,2018-12-31
53400200,1,"blintzes, NS as to filling",2017-01-01,2018-12-31
53410100,1,"fruit cobbler, NS as to type of fruit",2017-01-01,2018-12-31
53415100,1,apple betty,2017-01-01,2018-12-31
53420200,1,Tastykake Tasty-Klair Pie,2017-01-01,2018-12-31
53420210,1,Weight Watchers Sweet Celebrations Chocolate Eclair,2017-01-01,2018-12-31
53420300,2,wheat flour turnover,2017-01-01,2018-12-31
53420300,3,Pastelillo de harina de trigo,2017-01-01,2018-12-31
53420300,4,Bunuelos de viento,2017-01-01,2018-12-31
53420400,1,"sopaipilla, NFS",2017-01-01,2018-12-31
53430000,1,any source,2017-01-01,2018-12-31
53430100,1,any source,2017-01-01,2018-12-31
53430200,1,any source,2017-01-01,2018-12-31
53430700,1,with sugar and spices,2017-01-01,2018-12-31
53440000,1,"strudel, NS as to filling",2017-01-01,2018-12-31
53441110,1,Kadayif,2017-01-01,2018-12-31
53441210,1,semolina dessert dish,2017-01-01,2018-12-31
53450000,1,Drake's Apple Fruit Pies,2017-01-01,2018-12-31
53452100,1,hamantaschen,2017-01-01,2018-12-31
53452120,1,Chinese Moon Cake,2017-01-01,2018-12-31
53452120,2,Banh Trung Thu,2017-01-01,2018-12-31
53452120,3,Asian style,2017-01-01,2018-12-31
53452130,1,Chinese Moon Cake,2017-01-01,2018-12-31
53452130,2,Banh Trung Thu,2017-01-01,2018-12-31
53452130,3,Asian style,2017-01-01,2018-12-31
53452150,1,"nine-layer pudding, a Chinese steamed rice and syrup pudding",2017-01-01,2018-12-31
53452170,1,Polish fruit-filled paczki,2017-01-01,2018-12-31
53452200,1,cannoli,2017-01-01,2018-12-31
53452400,1,angel wings,2017-01-01,2018-12-31
53452400,2,flaky pastry,2017-01-01,2018-12-31
53452400,3,patty shell,2017-01-01,2018-12-31
53452420,1,cream horn,2017-01-01,2018-12-31
53452420,2,Napoleon,2017-01-01,2018-12-31
53452450,1,cheese straws,2017-01-01,2018-12-31
53452500,2,Keebler Chacho's Flour Tortilla Chips,2017-01-01,2018-12-31
53452500,3,Taco Bell Cinnamon Twist,2017-01-01,2018-12-31
53452500,4,Elephant Ears,2017-01-01,2018-12-31
53453170,1,squash empanada,2017-01-01,2018-12-31
53453170,2,sweet potato empanada,2017-01-01,2018-12-31
53510000,1,snail danish,2017-01-01,2018-12-31
53510000,4,with icing,2017-01-01,2018-12-31
53510000,5,Babka,2017-01-01,2018-12-31
53510000,6,bear claw,2017-01-01,2018-12-31
53510000,7,Pillsbury Cinnamon Toaster Strudel,2017-01-01,2018-12-31
53510000,9,pecan swirls,2017-01-01,2018-12-31
53510000,10,with or without nuts,2017-01-01,2018-12-31
53510100,1,with icing,2017-01-01,2018-12-31
53510100,2,"Pillsbury Apple, Blueberry, Cherry, or Strawberry Toaster Strudel",2017-01-01,2018-12-31
53510100,3,"toaster strudel, NFS",2017-01-01,2018-12-31
53520000,1,NS as to cake or yeast,2017-01-01,2018-12-31
53520100,1,without icing,2017-01-01,2018-12-31
53520120,1,glazed,2017-01-01,2018-12-31
53520120,3,with non-chocolate icing,2017-01-01,2018-12-31
53520120,4,cake or yeast type,2017-01-01,2018-12-31
53520120,5,"chocolate donut, NFS",2017-01-01,2018-12-31
53520120,6,without icing,2017-01-01,2018-12-31
53520120,7,twist,2017-01-01,2018-12-31
53520130,1,cinnamon,2017-01-01,2018-12-31
53520130,2,cinnamon sugar,2017-01-01,2018-12-31
53520135,1,with non-chocolate icing,2017-01-01,2018-12-31
53520135,2,glazed,2017-01-01,2018-12-31
53520135,3,"donut stick, NFS",2017-01-01,2018-12-31
53520135,4,twist,2017-01-01,2018-12-31
53520135,5,"coconut, NFS",2017-01-01,2018-12-31
53520135,6,blueberry,2017-01-01,2018-12-31
53520135,7,strawberry,2017-01-01,2018-12-31
53520140,2,twist,2017-01-01,2018-12-31
53520160,1,cake or yeast type,2017-01-01,2018-12-31
53520160,2,twist,2017-01-01,2018-12-31
53520170,1,Munchkins,2017-01-01,2018-12-31
53520200,1,Mexican crullers,2017-01-01,2018-12-31
53520510,1,malasada,2017-01-01,2018-12-31
53520510,2,okinawan,2017-01-01,2018-12-31
53520510,3,sweet fried dough,2017-01-01,2018-12-31
53521110,4,honey dip,2017-01-01,2018-12-31
53521110,8,with non-chocolate icing,2017-01-01,2018-12-31
53521110,10,NS as to type of icing,2017-01-01,2018-12-31
53521110,11,without icing,2017-01-01,2018-12-31
53521110,12,donut stick,2017-01-01,2018-12-31
53521110,13,"sprinkle, NFS",2017-01-01,2018-12-31
53521110,14,"glazed, NFS",2017-01-01,2018-12-31
53521110,15,maple,2017-01-01,2018-12-31
53521110,16,coconut,2017-01-01,2018-12-31
53521110,17,"twist, NFS",2017-01-01,2018-12-31
53521110,18,cruller,2017-01-01,2018-12-31
53521130,2,sprinkle,2017-01-01,2018-12-31
53521130,3,twist,2017-01-01,2018-12-31
53521140,1,fruit filled,2017-01-01,2018-12-31
53521210,3,cream or chocolate filled,2017-01-01,2018-12-31
53521210,4,without icing,2017-01-01,2018-12-31
53521230,2,Boston Creme,2017-01-01,2018-12-31
53521230,3,cream or chocolate filled,2017-01-01,2018-12-31
53521230,4,"filled, NS as to type",2017-01-01,2018-12-31
53521230,5,"icing, all flavors",2017-01-01,2018-12-31
53521230,6,Boston cream,2017-01-01,2018-12-31
53530000,1,Pop Tart,2017-01-01,2018-12-31
53530000,2,with or without frosting,2017-01-01,2018-12-31
53530000,3,pasrty crisp,2017-01-01,2018-12-31
53530010,1,Low Fat Pop Tart,2017-01-01,2018-12-31
53530010,2,with or without frosting,2017-01-01,2018-12-31
53610100,1,cinnamon cake,2017-01-01,2018-12-31
53610100,2,Drake's Coffee Cakes,2017-01-01,2018-12-31
53610100,3,made from Bisquick,2017-01-01,2018-12-31
53610100,5,with icing,2017-01-01,2018-12-31
53610100,6,with nuts,2017-01-01,2018-12-31
53610100,7,Tastykake Koffee Kake Juniors,2017-01-01,2018-12-31
53610100,8,Hostess 100 calorie cinnamon coffee cakes,2017-01-01,2018-12-31
53610100,9,"coffee cake, NFS",2017-01-01,2018-12-31
53610170,1,apple pastry cake,2017-01-01,2018-12-31
53710400,1,all flavors,2017-01-01,2018-12-31
53710500,1,all flavors,2017-01-01,2018-12-31
53710502,1,all flavors,2017-01-01,2018-12-31
53710504,1,all flavors,2017-01-01,2018-12-31
53710600,1,General Mills Honey Nut Cheerios,2017-01-01,2018-12-31
53710600,2,General Mills Chex,2017-01-01,2018-12-31
53710600,3,General Mills Cinnamon Toast Crunch,2017-01-01,2018-12-31
53710600,4,Kellogg's Frosted Flakes,2017-01-01,2018-12-31
53710600,5,Kellogg's Froot Loops,2017-01-01,2018-12-31
53710700,1,all flavors,2017-01-01,2018-12-31
53710800,1,chocolate coated,2017-01-01,2018-12-31
53710800,2,all flavors,2017-01-01,2018-12-31
53710800,3,GOLEAN,2017-01-01,2018-12-31
53710800,4,TLC,2017-01-01,2018-12-31
53710802,1,all flavors,2017-01-01,2018-12-31
53710802,2,GOLEAN,2017-01-01,2018-12-31
53710802,3,TLC,2017-01-01,2018-12-31
53710810,1,all flavors,2017-01-01,2018-12-31
53710900,1,all flavors,2017-01-01,2018-12-31
53710902,1,all flavors,2017-01-01,2018-12-31
53710904,1,all flavors,2017-01-01,2018-12-31
53710906,1,all flavors,2017-01-01,2018-12-31
53710906,2,"Nature Valley Granola Bar, NFS",2017-01-01,2018-12-31
53711000,1,all flavors,2017-01-01,2018-12-31
53711000,2,"Quaker Oats bar, NFS",2017-01-01,2018-12-31
53711002,1,all flavors,2017-01-01,2018-12-31
53711002,2,Quaker Lowfat Chewy Granola Bars,2017-01-01,2018-12-31
53711004,1,all flavors,2017-01-01,2018-12-31
53711004,2,Quaker Chewy Reduced Sugar Granola Bar,2017-01-01,2018-12-31
53711006,1,all flavors,2017-01-01,2018-12-31
53712000,1,"Quaker Oatmeal To Go, all flavors",2017-01-01,2018-12-31
53712000,2,"Quaker Breakfast Cookie, all flavors",2017-01-01,2018-12-31
53712100,1,with chocolate chips,2017-01-01,2018-12-31
53712100,2,New Trail Granola Bars,2017-01-01,2018-12-31
53712100,3,"with oats, sugar, raisins, coconut",2017-01-01,2018-12-31
53712100,4,"Sunbelt Granola Bar, all flavors",2017-01-01,2018-12-31
53712200,1,all flavors,2017-01-01,2018-12-31
53712200,2,"with oats, fruit and nuts, lowfat",2017-01-01,2018-12-31
53712200,3,Sunbelt Lowfat Chewy Granola Bar,2017-01-01,2018-12-31
53712210,1,all fruit and nut flavors,2017-01-01,2018-12-31
53712210,2,Health Valley Fat-Free Granola Bars,2017-01-01,2018-12-31
53713000,1,all flavors,2017-01-01,2018-12-31
53714200,1,"Kudos Granola Bars, all flavors",2017-01-01,2018-12-31
53714200,2,Nestle Sweet Success Bar,2017-01-01,2018-12-31
53714210,1,Little Debbie Macaroo Fudge Dipped Chewy Granola Bar,2017-01-01,2018-12-31
53714210,2,"Sunbelt Fudge Dipped Chewy Granola Bar, all flavors",2017-01-01,2018-12-31
53714220,1,Kudos Crunchy Nut Snack,2017-01-01,2018-12-31
53714230,1,all flavors,2017-01-01,2018-12-31
53714250,1,all flavors,2017-01-01,2018-12-31
53714250,2,Quaker Oats Peanut Butter Whipps,2017-01-01,2018-12-31
53714250,3,Jenny's Cuisine Fruit and Nut Snack Bar,2017-01-01,2018-12-31
53714300,1,lemon Fi-bar,2017-01-01,2018-12-31
53714300,2,raspberry Fi-bar,2017-01-01,2018-12-31
53714300,3,Ultra Slim Fast Vanilla Almond Crunch Snack Bar,2017-01-01,2018-12-31
53714400,1,Kellogg's Rice Krispies Bar,2017-01-01,2018-12-31
53714510,1,Jenny's Cuisine Breakfast Bar,2017-01-01,2018-12-31
53720100,1,all flavors,2017-01-01,2018-12-31
53720200,1,all flavors,2017-01-01,2018-12-31
53720200,2,Clif Minis,2017-01-01,2018-12-31
53720210,1,all flavors,2017-01-01,2018-12-31
53720300,1,all flavors,2017-01-01,2018-12-31
53720300,2,PowerBar energy bar,2017-01-01,2018-12-31
53720400,2,"Slim Fast meal-on-the-go and granola meal bars, all flavors",2017-01-01,2018-12-31
53720600,1,all flavors,2017-01-01,2018-12-31
53720610,1,all flavors,2017-01-01,2018-12-31
53720800,1,all flavors,2017-01-01,2018-12-31
53801000,1,all flavors,2017-01-01,2018-12-31
53801000,2,"Gerber Graduates Fruit & Cereal Bar, all flavors",2017-01-01,2018-12-31
53803050,1,Gerber Graduates Banana Cookies,2017-01-01,2018-12-31
53803100,1,Gerber animal-shaped cookies,2017-01-01,2018-12-31
53803250,1,Gerber Toddler Biter Biscuits,2017-01-01,2018-12-31
53803300,1,Baby Mum-Mum Rice Biscuits,2017-01-01,2018-12-31
53803300,2,all flavors,2017-01-01,2018-12-31
54001000,2,"NS as to kind, type, or brand",2017-01-01,2018-12-31
54102010,5,Honeymaid Sticks,2017-01-01,2018-12-31
54102010,8,all flavors,2017-01-01,2018-12-31
54102010,9,"graham crackers, NFS",2017-01-01,2018-12-31
54102010,10,Honeymaid Lil' Squares,2017-01-01,2018-12-31
54102010,11,Keebler Grahams,2017-01-01,2018-12-31
54102010,12,Keebler Elfin Crackers,2017-01-01,2018-12-31
54102010,13,Keebler Scooby Doo Cracker Sticks,2017-01-01,2018-12-31
54102010,14,Goldfish Grahams,2017-01-01,2018-12-31
54102015,1,all flavors,2017-01-01,2018-12-31
54102015,2,"Teddy Grahams, NFS",2017-01-01,2018-12-31
54102020,2,Keebler Deluxe Grahams,2017-01-01,2018-12-31
54102020,3,Homekist Fudge Covered Graham Crackers,2017-01-01,2018-12-31
54102020,4,homemade,2017-01-01,2018-12-31
54102050,1,oat crackers,2017-01-01,2018-12-31
54102100,2,Nabisco 100 Calorie Honey Maid Cinnamon Thin Crisps,2017-01-01,2018-12-31
54102100,3,Nabisco Honey Maid Low Fat Grahams,2017-01-01,2018-12-31
54102100,4,low fat graham crackers,2017-01-01,2018-12-31
54102100,5,fat free,2017-01-01,2018-12-31
54102200,5,Keebler Fudge Graham Cracker Sandwiches,2017-01-01,2018-12-31
54102200,6,"Honey Maid Grahamfuls, all flavors",2017-01-01,2018-12-31
54103000,1,"BelVita, all flavors",2017-01-01,2018-12-31
54103000,2,Belvita Soft Baked,2017-01-01,2018-12-31
54200100,1,lightly salted,2017-01-01,2018-12-31
54200100,2,hint of salt,2017-01-01,2018-12-31
54200100,3,low sodium,2017-01-01,2018-12-31
54200100,4,Low Sodium Ritz,2017-01-01,2018-12-31
54201010,1,with wheat germ,2017-01-01,2018-12-31
54201010,2,sodium free,2017-01-01,2018-12-31
54201010,3,unsalted,2017-01-01,2018-12-31
54201010,4,low sodium,2017-01-01,2018-12-31
54202020,1,unsalted tops,2017-01-01,2018-12-31
54202020,2,Premium,2017-01-01,2018-12-31
54202020,3,low sodium,2017-01-01,2018-12-31
54202020,4,low sodium soda crackers,2017-01-01,2018-12-31
54202020,5,low sodium oyster crackers,2017-01-01,2018-12-31
54202020,6,low salt,2017-01-01,2018-12-31
54202020,7,low sodium oyster or chowder crackers,2017-01-01,2018-12-31
54202020,8,hint of salt,2017-01-01,2018-12-31
54204020,1,low sodium,2017-01-01,2018-12-31
54204020,2,"Wheat Thins Crackers, Wheat Thins Hint of Salt",2017-01-01,2018-12-31
54204030,1,reduced sodium woven wheat crackers,2017-01-01,2018-12-31
54204030,2,whole grain and reduced sodium,2017-01-01,2018-12-31
54204030,3,low sodium 100% stoned wheat wafer,2017-01-01,2018-12-31
54204030,4,low sodium woven wheat crackers,2017-01-01,2018-12-31
54204030,5,whole grain and low sodium,2017-01-01,2018-12-31
54204030,6,"Triscuit, whole wheat, low sodium",2017-01-01,2018-12-31
54204030,7,"Triscuit Hint of Salt, whole grain",2017-01-01,2018-12-31
54301010,1,sesame seed crackers,2017-01-01,2018-12-31
54301010,2,Keebler Toasteds,2017-01-01,2018-12-31
54301010,3,Chicken in a Biskit,2017-01-01,2018-12-31
54301010,4,cracker sticks,2017-01-01,2018-12-31
54301010,5,"Keebler Club Crackers, all flavors",2017-01-01,2018-12-31
54301010,6,Keebler Club Minis,2017-01-01,2018-12-31
54301010,7,Keebler Town House Original,2017-01-01,2018-12-31
54301010,8,Town House Toppers,2017-01-01,2018-12-31
54301010,9,"Town House, NFS",2017-01-01,2018-12-31
54301010,10,"Club, NFS",2017-01-01,2018-12-31
54301020,1,vegetable crackers,2017-01-01,2018-12-31
54301020,2,Sociables,2017-01-01,2018-12-31
54301020,4,Pringles Cracker Stix,2017-01-01,2018-12-31
54301020,5,"Keebler Town House Flipsides, all flavors",2017-01-01,2018-12-31
54301020,6,butter and pretzel crackers,2017-01-01,2018-12-31
54301030,1,"Ritz, all flavors",2017-01-01,2018-12-31
54301030,2,Ritz Minis,2017-01-01,2018-12-31
54301030,3,"Ritz, NFS",2017-01-01,2018-12-31
54301030,4,Handi Snack Ritz crackers,2017-01-01,2018-12-31
54301100,2,Keebler Reduced Fat Town House,2017-01-01,2018-12-31
54301100,4,Nabisco Reduced Fat Ritz,2017-01-01,2018-12-31
54301100,5,"Kebbler Club Crackers, reduced fat",2017-01-01,2018-12-31
54301100,6,fat free,2017-01-01,2018-12-31
54301100,7,reduced fat and reduced sodium,2017-01-01,2018-12-31
54304000,1,cheese sticks,2017-01-01,2018-12-31
54304000,5,Better Cheddar,2017-01-01,2018-12-31
54304000,11,Cheese Nips,2017-01-01,2018-12-31
54304000,13,"cheese crackers, NFS",2017-01-01,2018-12-31
54304000,14,Annie's Cheddar Bunnies,2017-01-01,2018-12-31
54304005,1,all flavors,2017-01-01,2018-12-31
54304005,2,100 Calorie Cheez-It,2017-01-01,2018-12-31
54304005,3,Cheez-It Zingz,2017-01-01,2018-12-31
54304005,4,"Cheez-It, NFS",2017-01-01,2018-12-31
54304020,1,all flavors,2017-01-01,2018-12-31
54304020,2,Flavor Blasted,2017-01-01,2018-12-31
54304020,3,Goldfish Cracker Puffs,2017-01-01,2018-12-31
54304100,5,"Cheez-It Reduced Fat Crackers, all flavors",2017-01-01,2018-12-31
54304100,6,Reduced Fat Cheese Nips,2017-01-01,2018-12-31
54304150,4,Cheez-It Whole Grain Crackers,2017-01-01,2018-12-31
54304150,5,Kashi Cheese Crackers,2017-01-01,2018-12-31
54304150,6,Whole Grain Cheddar Goldfish,2017-01-01,2018-12-31
54304150,7,Annie's Whole Wheat Bunnies,2017-01-01,2018-12-31
54305010,1,any grain,2017-01-01,2018-12-31
54305010,2,Armenian cracker bread,2017-01-01,2018-12-31
54305010,3,Wasa Sesame Crispbread,2017-01-01,2018-12-31
54305010,4,Ry Krisp,2017-01-01,2018-12-31
54305010,5,Wasa Rye Crispbread,2017-01-01,2018-12-31
54305010,6,Finn Rye Crisp,2017-01-01,2018-12-31
54305010,7,Norwegian Flatbread cracker,2017-01-01,2018-12-31
54305010,8,RyVita Crispbread,2017-01-01,2018-12-31
54305010,9,Ry Krisp,2017-01-01,2018-12-31
54305010,10,Wasa Fiber Crispbread,2017-01-01,2018-12-31
54305020,1,any grain,2017-01-01,2018-12-31
54305020,2,"flatbread cracker, NFS",2017-01-01,2018-12-31
54305020,3,Wheat Thins Flatbread,2017-01-01,2018-12-31
54305020,4,Keebler Town House Flatbread Crisps,2017-01-01,2018-12-31
54305020,5,RyVita Thins,2017-01-01,2018-12-31
54305020,6,Lavosh/Lahvosh cracker,2017-01-01,2018-12-31
54307000,1,matzo farfel,2017-01-01,2018-12-31
54313000,1,chowder cracker,2017-01-01,2018-12-31
54318000,3,all flavors,2017-01-01,2018-12-31
54318000,4,brown rice crisp,2017-01-01,2018-12-31
54318000,5,Blue Ginger Multi-Grain,2017-01-01,2018-12-31
54318000,6,Riceworks,2017-01-01,2018-12-31
54318500,3,all flavors,2017-01-01,2018-12-31
54318500,4,puffed rice cake with seeds and other grains,2017-01-01,2018-12-31
54318500,5,"mini rice cakes, NFS",2017-01-01,2018-12-31
54318500,6,Quaker Popped,2017-01-01,2018-12-31
54318500,7,gluten free,2017-01-01,2018-12-31
54318500,8,"Quaker, lightly salted",2017-01-01,2018-12-31
54318500,9,low sodium,2017-01-01,2018-12-31
54318500,10,salt free,2017-01-01,2018-12-31
54318500,11,Quaker salt free,2017-01-01,2018-12-31
54318500,12,unsalted rice cake with seeds and other grains,2017-01-01,2018-12-31
54319000,1,gluten free rice crackers,2017-01-01,2018-12-31
54319000,3,rice thins,2017-01-01,2018-12-31
54319000,4,Crunchmaster,2017-01-01,2018-12-31
54319000,5,Edward and Sons,2017-01-01,2018-12-31
54319000,6,Hot Kid,2017-01-01,2018-12-31
54319000,7,KA-ME (Kame),2017-01-01,2018-12-31
54319000,9,Nabisco Rice Thins,2017-01-01,2018-12-31
54319000,10,San-J,2017-01-01,2018-12-31
54319000,11,Sesmark,2017-01-01,2018-12-31
54319000,12,brown rice cracker,2017-01-01,2018-12-31
54319005,1,Blue Diamond Nut Thins,2017-01-01,2018-12-31
54319020,2,puffed corn and rice cake,2017-01-01,2018-12-31
54319020,3,Quaker Caramel Corn Cake,2017-01-01,2018-12-31
54319020,4,Quaker Popped Kettle Corn popcorn cakes,2017-01-01,2018-12-31
54319500,1,rice paper wrappers or banh trang,2017-01-01,2018-12-31
54325000,1,soda crackers,2017-01-01,2018-12-31
54325000,5,Premium,2017-01-01,2018-12-31
54325000,6,Zesta,2017-01-01,2018-12-31
54325000,7,"saltine, NFS",2017-01-01,2018-12-31
54325010,2,fat free soda crackers,2017-01-01,2018-12-31
54325010,3,Premium,2017-01-01,2018-12-31
54325010,4,fat free,2017-01-01,2018-12-31
54325060,1,wheat,2017-01-01,2018-12-31
54325060,2,whole grain,2017-01-01,2018-12-31
54325060,3,Zesta Whole Wheat,2017-01-01,2018-12-31
54325060,4,Premium,2017-01-01,2018-12-31
54325060,5,Krispy Wheat,2017-01-01,2018-12-31
54326000,2,Special K Multigrain Snack Crackers,2017-01-01,2018-12-31
54326000,3,Multigrain Town House Toppers,2017-01-01,2018-12-31
54326000,4,"Wheat Thins Crackers, multigrain",2017-01-01,2018-12-31
54326000,5,"Club Crackers, multigrain",2017-01-01,2018-12-31
54326000,6,Keebler Multi-Grain Club Crackers,2017-01-01,2018-12-31
54326000,7,Keebler Club Minis Multi-Grain,2017-01-01,2018-12-31
54326000,8,low sodium,2017-01-01,2018-12-31
54326000,9,salt free,2017-01-01,2018-12-31
54326000,10,reduced fat,2017-01-01,2018-12-31
54328100,1,butter crackers,2017-01-01,2018-12-31
54328100,3,wheat crackers,2017-01-01,2018-12-31
54328100,5,Nabs Peanut Butter Sandwiches,2017-01-01,2018-12-31
54328100,6,peanut butter and jelly filled,2017-01-01,2018-12-31
54328100,7,Austin,2017-01-01,2018-12-31
54328100,8,Keebler,2017-01-01,2018-12-31
54328100,9,Lance,2017-01-01,2018-12-31
54328100,10,Munchies Peanut Butter on Toast,2017-01-01,2018-12-31
54328100,11,"peanut butter sandwich crackers, NFS",2017-01-01,2018-12-31
54328100,12,Combos,2017-01-01,2018-12-31
54328100,13,Lance Toast Chee,2017-01-01,2018-12-31
54328100,14,Munchies Peanut Butter on Cheese,2017-01-01,2018-12-31
54328105,1,Crackerfuls,2017-01-01,2018-12-31
54328105,2,Ritz Bits,2017-01-01,2018-12-31
54328105,3,"Ritz, NFS",2017-01-01,2018-12-31
54328110,4,Austin,2017-01-01,2018-12-31
54328110,5,Lance Reduced Fat Toast Chee,2017-01-01,2018-12-31
54328110,6,low fat sandwich cracker,2017-01-01,2018-12-31
54328120,2,Lance,2017-01-01,2018-12-31
54328200,1,butter crackers,2017-01-01,2018-12-31
54328200,2,rye crackers,2017-01-01,2018-12-31
54328200,5,wheat crackers,2017-01-01,2018-12-31
54328200,6,Austin,2017-01-01,2018-12-31
54328200,7,Keebler,2017-01-01,2018-12-31
54328200,8,Lance,2017-01-01,2018-12-31
54328200,9,Munchies Cheese on Toast,2017-01-01,2018-12-31
54328200,10,Nabs Cheese Sandwiches,2017-01-01,2018-12-31
54328200,11,"cheese sandwich crackers, NFS",2017-01-01,2018-12-31
54328200,12,Combos,2017-01-01,2018-12-31
54328200,13,Austin,2017-01-01,2018-12-31
54328200,14,Keebler,2017-01-01,2018-12-31
54328200,15,Munchies Cheese on Cheese,2017-01-01,2018-12-31
54328210,1,Crackerfuls,2017-01-01,2018-12-31
54328210,2,Ritz Bits,2017-01-01,2018-12-31
54336000,1,Carr's,2017-01-01,2018-12-31
54336000,2,table water crackers,2017-01-01,2018-12-31
54336000,3,water biscuits,2017-01-01,2018-12-31
54336100,1,won ton chips,2017-01-01,2018-12-31
54336100,2,wonton crackers,2017-01-01,2018-12-31
54337010,1,all flavors,2017-01-01,2018-12-31
54337010,2,whole grain,2017-01-01,2018-12-31
54337010,3,whole wheat,2017-01-01,2018-12-31
54337020,1,"Triscuit, original",2017-01-01,2018-12-31
54337020,2,Triscuit Minis,2017-01-01,2018-12-31
54337020,3,Triscuit Thin Crisps Original,2017-01-01,2018-12-31
54337020,4,"Triscuit, NFS",2017-01-01,2018-12-31
54337020,5,whole grain,2017-01-01,2018-12-31
54337030,1,"Triscuit or Triscuit Thin Crisps, all flavors excluding Original",2017-01-01,2018-12-31
54337030,2,whole grain,2017-01-01,2018-12-31
54337060,1,reduced fat woven wheat crackers,2017-01-01,2018-12-31
54337060,2,whole grain and reduced fat,2017-01-01,2018-12-31
54337060,3,"Triscuit crackers, whole wheat, reduced fat",2017-01-01,2018-12-31
54338000,1,Wheatsworth,2017-01-01,2018-12-31
54338000,3,"Wheatables, all flavors",2017-01-01,2018-12-31
54338000,5,toasted wheat,2017-01-01,2018-12-31
54338000,6,cracked wheat,2017-01-01,2018-12-31
54338000,7,stoned wheat,2017-01-01,2018-12-31
54338000,8,Harvest Wheats,2017-01-01,2018-12-31
54338000,9,Ritz Crackers with Whole Wheat,2017-01-01,2018-12-31
54338000,13,Toasteds Wheat,2017-01-01,2018-12-31
54338000,14,Ritz Honey Wheat,2017-01-01,2018-12-31
54338000,15,Keebler Town House Wheat,2017-01-01,2018-12-31
54338010,1,Wheat Thins Original,2017-01-01,2018-12-31
54338010,2,Wheat Thins Big,2017-01-01,2018-12-31
54338010,3,Wheat Thins Stix,2017-01-01,2018-12-31
54338010,4,"Wheat Thins, NFS",2017-01-01,2018-12-31
54338020,1,all flavors,2017-01-01,2018-12-31
54338020,2,Wheat Thins Flavored Stix,2017-01-01,2018-12-31
54338100,1,Reduced Fat Wheat Thins,2017-01-01,2018-12-31
